REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
National,X,2015,49,1.78296,1.81945,4575,2902,NA,5384,1252,873,14986,2020,823657
National,X,2015,50,1.87336,1.96571,5135,2963,NA,5105,1250,943,15396,2000,783227
National,X,2015,51,2.32148,2.42021,5377,2876,NA,4317,1256,1013,14839,1978,613128
National,X,2015,52,2.40991,2.41083,5700,3264,NA,4011,1524,1180,15679,1949,650356
National,X,2016,1,1.94328,1.98859,4775,3597,NA,4494,1631,1157,15654,2004,787192
National,X,2016,2,1.99796,1.98985,4574,3180,NA,5362,1380,1021,15517,2005,779809
National,X,2016,3,2.11829,2.1071,4804,3226,NA,5380,1297,954,15661,2008,743249
National,X,2016,4,2.25112,2.19256,5088,3615,NA,6882,1551,1007,18143,2026,827482
National,X,2016,5,2.37116,2.30014,5135,3759,NA,7353,1625,1072,18944,2007,823602
National,X,2016,6,2.80035,2.67574,5645,4600,NA,8434,1916,1179,21774,2000,813755
National,X,2016,7,3.16475,3.02427,5997,5642,NA,9325,2347,1370,24681,1993,816098
National,X,2016,8,3.15183,3.11328,6299,6001,NA,10127,2606,1390,26423,1956,848718
National,X,2016,9,3.3321,3.32788,6619,6395,NA,11415,2599,1440,28468,1952,855439
National,X,2016,10,3.56024,3.5918,6660,7358,NA,11856,2977,1630,30481,1922,848628
National,X,2016,11,3.05479,3.09262,5574,6026,NA,9334,2489,1471,24894,1898,804948
National,X,2016,12,2.76732,2.78803,5187,4982,NA,8489,2000,1282,21940,1900,786936
National,X,2016,13,2.44161,2.52371,4581,4476,NA,7392,1953,1201,19603,1832,776752
National,X,2016,14,2.03348,2.12928,3707,3869,NA,6403,1660,1130,16769,1813,787543
National,X,2016,15,1.98593,2.05142,3572,3530,NA,6595,1533,1031,16261,1805,792672
National,X,2016,16,1.91514,1.98957,3515,3247,NA,6357,1373,945,15437,1774,775895
National,X,2016,17,1.69968,1.7858,3157,2986,NA,5557,1235,901,13836,1759,774777
National,X,2016,18,1.57635,1.60144,2772,2586,NA,4729,1037,746,11870,1742,741210
National,X,2016,19,1.3935,1.4743,2871,2276,NA,4046,849,665,10707,1690,726244
National,X,2016,20,1.29941,1.42286,2688,1998,NA,3630,839,643,9798,1626,688612
National,X,2016,21,1.18379,1.38196,2612,1714,NA,3126,717,618,8787,1439,635835
National,X,2016,22,1.13723,1.33712,2545,1637,NA,2620,663,532,7997,1482,598077
National,X,2016,23,1.04118,1.13894,2293,1460,NA,2313,617,518,7201,1446,632252
National,X,2016,24,0.971814,1.09641,2189,1354,NA,2171,588,466,6768,1440,617287
National,X,2016,25,0.863306,0.999559,2062,1178,NA,1905,493,386,6024,1402,602666
National,X,2016,26,0.833797,0.99095,1873,1146,NA,1810,473,384,5686,1382,573793
National,X,2016,27,0.784516,0.931253,1646,985,NA,1641,463,383,5118,1379,549582
National,X,2016,28,0.734327,0.843118,1610,1064,NA,1599,422,383,5078,1392,602288
National,X,2016,29,0.698845,0.840286,1670,994,NA,1621,384,375,5044,1388,600272
National,X,2016,30,0.723099,0.830065,1580,1036,NA,1624,362,323,4925,1393,593327
National,X,2016,31,0.663501,0.790428,1455,971,NA,1496,359,315,4596,1360,581457
National,X,2016,32,0.69276,0.830826,1512,1016,NA,1639,382,319,4868,1329,585923
National,X,2016,33,0.710029,0.856796,1644,1028,NA,1914,373,306,5265,1345,614499
National,X,2016,34,0.834232,1.00746,1848,1234,NA,2364,465,349,6260,1356,621362
National,X,2016,35,0.992621,1.05868,1815,1242,NA,2651,455,341,6504,1354,614349
National,X,2016,36,1.01605,1.10028,1883,1284,NA,2604,471,381,6623,1347,601938
National,X,2016,37,1.07169,1.1457,2026,1509,NA,3073,579,452,7639,1365,666755
National,X,2016,38,1.10163,1.2189,2341,1539,NA,3298,613,438,8229,1363,675119
National,X,2016,39,1.18841,1.31113,2413,1645,NA,3334,630,483,8505,1389,648678
National,X,2016,40,1.2019,1.27386,3110,2114,NA,4169,828,643,10864,1946,852842
National,X,2016,41,1.23108,1.29342,3207,2155,NA,4078,879,678,10997,1973,850228
National,X,2016,42,1.26796,1.33097,3564,2234,NA,4452,981,695,11926,1983,896035
National,X,2016,43,1.36298,1.42662,3786,2406,NA,4769,987,700,12648,2006,886570
National,X,2016,44,1.48535,1.57071,4314,2444,NA,5287,1030,715,13790,1999,877947
National,X,2016,45,1.55954,1.65146,4703,2549,NA,5193,1055,758,14258,1990,863356
National,X,2016,46,1.64783,1.73309,4979,2659,NA,5610,1083,829,15160,2000,874739
National,X,2016,47,1.91275,2.03388,5032,2634,NA,4567,1108,867,14208,2011,698566
National,X,2016,48,1.81725,1.88331,5209,3326,NA,5655,1359,1056,16605,2001,881694
National,X,2016,49,1.91433,2.00292,5501,3188,NA,5812,1413,1047,16961,2013,846813
National,X,2016,50,2.21003,2.27731,5744,3491,NA,6724,1485,1019,18463,2000,810736
National,X,2016,51,2.73568,2.91465,6653,4099,NA,7469,1923,1421,21565,1977,739882
National,X,2016,52,3.36832,3.54919,7712,5247,NA,7144,2652,2145,24900,1928,701569
National,X,2017,1,3.09689,3.08102,6716,5673,NA,6786,2773,2230,24178,2024,784740
National,X,2017,2,3.07346,3.01875,6020,5313,NA,8843,2639,2082,24897,1997,824746
National,X,2017,3,3.51643,3.40446,6399,5588,NA,12147,2717,1930,28781,2029,845391
National,X,2017,4,3.8027,3.52869,6958,5788,NA,14073,2623,1823,31265,2021,886023
National,X,2017,5,4.50313,4.10665,7452,6522,NA,17482,2968,2093,36517,2024,889216
National,X,2017,6,5.06308,4.7551,8110,8235,NA,20150,3749,2646,42890,2027,901978
National,X,2017,7,4.86009,4.65163,7726,8328,NA,18692,3652,2637,41035,1967,882163
National,X,2017,8,4.57916,4.57049,7649,8560,NA,17300,3807,2808,40124,1987,877892
National,X,2017,9,3.55674,3.45522,6129,6496,NA,12394,2983,2181,30183,1995,873547
National,X,2017,10,3.50417,3.29505,5854,5970,NA,11552,2766,1918,28060,1971,851580
National,X,2017,11,3.21511,3.16426,5503,5535,NA,10084,2582,1780,25484,1958,805370
National,X,2017,12,3.10088,3.14433,5514,5858,NA,11503,2641,1838,27354,1940,869946
National,X,2017,13,2.79056,2.87936,5145,5070,NA,10149,2354,1624,24342,1899,845397
National,X,2017,14,2.38547,2.36977,4488,3918,NA,8178,1760,1333,19677,1906,830332
National,X,2017,15,1.9703,1.93853,3909,3151,NA,5847,1470,1171,15548,1861,802052
National,X,2017,16,1.73442,1.64064,3306,2766,NA,4683,1258,993,13006,1845,792740
National,X,2017,17,1.56303,1.4752,2997,2391,NA,4497,1111,928,11924,1846,808298
National,X,2017,18,1.4128,1.37755,2890,2039,NA,4105,1011,717,10762,1795,781240
National,X,2017,19,1.27492,1.33771,2751,2037,NA,3831,862,721,10202,1767,762648
National,X,2017,20,1.2834,1.34686,2685,2011,NA,3518,886,709,9809,1746,728288
National,X,2017,21,1.16663,1.26579,2341,1745,NA,3060,771,647,8564,1614,676574
National,X,2017,22,1.10977,1.25701,2311,1577,NA,2575,710,583,7756,1569,617021
National,X,2017,23,1.04333,1.16048,2412,1459,NA,2377,671,591,7510,1493,647145
National,X,2017,24,0.905151,1.04834,2049,1346,NA,2099,595,547,6636,1470,633003
National,X,2017,25,0.902718,0.992711,1930,1282,NA,1971,559,498,6240,1469,628582
National,X,2017,26,0.859531,0.961603,1771,1121,NA,1748,489,467,5596,1422,581945
National,X,2017,27,0.818998,0.955818,1728,1111,NA,1564,505,418,5326,1456,557219
National,X,2017,28,0.752505,0.827597,1545,1004,NA,1578,462,372,4961,1405,599446
National,X,2017,29,0.731146,0.811886,1549,908,NA,1421,450,419,4747,1384,584688
National,X,2017,30,0.733295,0.818527,1576,953,NA,1515,459,376,4879,1377,596071
National,X,2017,31,0.73102,0.829758,1529,1037,NA,1485,415,433,4899,1390,590413
National,X,2017,32,0.68834,0.828503,1559,1044,NA,1481,441,390,4915,1386,593239
National,X,2017,33,0.732049,0.885896,1603,1097,NA,1691,427,412,5230,1350,590363
National,X,2017,34,0.911188,1.05351,1964,1256,NA,2549,473,411,6653,1379,631507
National,X,2017,35,1.02105,1.11768,2076,1302,NA,2726,526,503,7133,1370,638196
National,X,2017,36,1.09495,1.14028,2073,1369,NA,2488,587,555,7072,1384,620201
National,X,2017,37,1.09475,1.13326,2372,1656,NA,2942,706,628,8304,1485,732755
National,X,2017,38,1.09775,1.17589,2544,1625,NA,3075,664,655,8563,1484,728214
National,X,2017,39,1.18882,1.23848,2840,1652,NA,3201,746,640,9079,1468,733077
National,X,2017,40,1.26589,1.2802,3849,2488,NA,4556,1071,875,12839,2220,1002892
National,X,2017,41,1.30479,1.33123,4118,2676,NA,4453,1073,947,13267,2245,996595
National,X,2017,42,1.34075,1.40786,4408,2805,NA,4993,1139,974,14319,2266,1017076
National,X,2017,43,1.51674,1.5722,5006,2922,NA,5531,1324,1049,15832,2266,1006998
National,X,2017,44,1.74583,1.70326,5219,3289,NA,6134,1365,1062,17069,2222,1002140
National,X,2017,45,1.88708,1.86636,6126,3609,NA,6671,1522,1129,19057,2288,1021079
National,X,2017,46,2.05923,2.07647,6880,4243,NA,7577,1805,1387,21892,2296,1054290
National,X,2017,47,2.27971,2.33593,6945,3844,NA,5875,1707,1445,19816,2271,848314
National,X,2017,48,2.28379,2.24637,7008,5235,NA,7474,2206,1829,23752,2279,1057350
National,X,2017,49,2.58278,2.49504,7229,5046,NA,8488,2335,1857,24955,2272,1000183
National,X,2017,50,3.36558,3.2005,8285,6671,NA,11259,2955,2332,31502,2262,984283
National,X,2017,51,4.73117,4.43807,10447,9856,NA,14166,4580,3733,42782,2211,963978
National,X,2017,52,5.70943,5.46361,11335,11507,NA,11540,5754,5119,45255,2132,828299
National,X,2018,1,5.74658,5.35765,9410,13383,NA,11717,6871,5888,47269,2243,882271
National,X,2018,2,5.89207,5.52437,10053,15380,NA,17357,7772,6199,56761,2257,1027466
National,X,2018,3,6.51759,6.34528,11997,16012,NA,21897,7569,5561,63036,2286,993431
National,X,2018,4,7.16338,7.01811,13408,18317,NA,30625,8911,6065,77326,2288,1101807
National,X,2018,5,7.52133,7.7809,14844,19086,NA,37200,8915,5940,85985,2275,1105078
National,X,2018,6,7.38748,7.76939,15192,19527,NA,38606,8626,5874,87825,2299,1130397
National,X,2018,7,6.44688,6.81176,13365,17203,NA,32124,8079,5439,76210,2227,1118800
National,X,2018,8,4.95881,5.15749,10154,12437,NA,20450,5805,4179,53025,2272,1028116
National,X,2018,9,3.68612,3.55945,7208,8485,NA,13392,4104,2875,36064,2208,1013191
National,X,2018,10,3.18626,3.00518,6368,6485,NA,10850,3138,2292,29133,2214,969427
National,X,2018,11,2.76894,2.73038,5588,5928,NA,9468,2822,2132,25938,2201,949978
National,X,2018,12,2.48706,2.47768,5223,5408,NA,8640,2563,1971,23805,2180,960779
National,X,2018,13,2.40802,2.36314,4721,4720,NA,7214,2295,1743,20693,2144,875658
National,X,2018,14,2.07483,2.03139,4553,4459,NA,6218,2153,1691,19074,2127,938963
National,X,2018,15,1.77898,1.80376,4145,3749,NA,5505,1818,1447,16664,2086,923848
National,X,2018,16,1.61487,1.58696,3856,3214,NA,5269,1427,1103,14869,2112,936950
National,X,2018,17,1.5385,1.53801,3723,3026,NA,5336,1371,1096,14552,2088,946160
National,X,2018,18,1.52612,1.44974,3658,2604,NA,4815,1217,997,13291,2018,916783
National,X,2018,19,1.28847,1.27729,3444,2205,NA,4133,935,902,11619,1933,909661
National,X,2018,20,1.18344,1.22051,3359,2239,NA,3764,905,799,11066,1977,906668
National,X,2018,21,1.24919,1.23235,3385,2082,NA,3429,884,866,10646,1896,863879
National,X,2018,22,1.14131,1.223,3220,1822,NA,2987,846,733,9608,1802,785606
National,X,2018,23,0.9878,1.0473,2847,1838,NA,2552,802,654,8693,1798,830040
National,X,2018,24,0.895565,0.978113,2375,1596,NA,2245,699,658,7573,1753,774246
National,X,2018,25,0.892204,0.947548,2312,1554,NA,2162,729,616,7373,1773,778114
National,X,2018,26,0.877184,0.867554,2206,1530,NA,1916,669,626,6947,1736,800757
National,X,2018,27,0.780203,0.82328,2009,1299,NA,1862,539,549,6258,1780,760130
National,X,2018,28,0.725075,0.771497,1943,1443,NA,1901,627,587,6501,1785,842647
National,X,2018,29,0.68247,0.706819,1741,1290,NA,1720,566,469,5786,1748,818597
National,X,2018,30,0.640393,0.685155,1665,1202,NA,1643,524,463,5497,1741,802300
National,X,2018,31,0.639127,0.687351,1618,1246,NA,1769,525,454,5612,1724,816468
National,X,2018,32,0.705637,0.735733,1726,1334,NA,1784,541,476,5861,1690,796621
National,X,2018,33,0.707801,0.806048,1986,1387,NA,2170,516,478,6537,1725,810994
National,X,2018,34,0.822659,0.944013,2239,1492,NA,2468,609,515,7323,1610,775731
National,X,2018,35,0.859864,0.960101,2445,1638,NA,2830,656,542,8111,1681,844807
National,X,2018,36,1.10083,1.14128,2814,1985,NA,3343,767,621,9530,1710,835027
National,X,2018,37,1.15323,1.14784,2773,2112,NA,3660,829,691,10065,1708,876862
National,X,2018,38,1.20178,1.31156,3242,2347,NA,3949,922,729,11189,1684,853109
National,X,2018,39,1.2498,1.26102,3481,2488,NA,4198,931,669,11767,1710,933130
National,X,2018,40,1.40915,1.41965,4912,3890,NA,6292,1564,1304,17962,2602,1265240
National,X,2018,41,1.3981,1.47352,5339,4050,NA,6237,1677,1330,18633,2638,1264522
National,X,2018,42,1.45944,1.58658,5569,4417,NA,6711,1759,1403,19859,2613,1251688
National,X,2018,43,1.64212,1.74181,6258,4699,NA,7462,1949,1498,21866,2670,1255362
National,X,2018,44,1.77754,1.83999,6867,4728,NA,8163,1861,1457,23076,2653,1254138
National,X,2018,45,1.86204,1.92837,7512,4831,NA,8379,1895,1456,24073,2659,1248357
National,X,2018,46,1.99006,2.09608,7849,5070,NA,8077,2052,1491,24539,2651,1170711
National,X,2018,47,2.24928,2.41198,8621,5026,NA,7215,2155,1707,24724,2605,1025048
National,X,2018,48,2.14674,2.2515,8901,6590,NA,8757,2827,2086,29161,2648,1295182
National,X,2018,49,2.26517,2.31612,8819,6007,NA,9295,2536,1874,28531,2643,1231842
National,X,2018,50,2.64702,2.75458,10213,6887,NA,11371,2895,2012,33378,2632,1211729
National,X,2018,51,3.16945,3.22789,11229,7813,NA,12539,3283,2445,37309,2535,1155832
National,X,2018,52,3.98104,4.1986,13551,10348,NA,11998,4522,3544,43963,2553,1047086
National,X,2019,1,3.46991,3.6475,11667,11395,NA,9550,5230,4277,42119,2595,1154737
National,X,2019,2,3.08666,3.15309,9309,10458,NA,10890,4893,3463,39013,2620,1237293
National,X,2019,3,3.31026,3.36016,9497,9991,NA,13993,4242,2938,40661,2598,1210091
National,X,2019,4,3.77069,3.9007,10525,11150,NA,16575,4440,2849,45539,2591,1167458
National,X,2019,5,4.31372,4.58346,11211,12816,NA,21532,5049,3196,53804,2484,1173873
National,X,2019,6,4.76853,5.25324,12848,14983,NA,27496,5803,3772,64902,2346,1235465
